Gene ID,Total,GB,Exon,Intron,P,P250,P1K,P6K,Flanks,Gene symbol,Gene name
106611539,3,3,2,1,0,0,0,0,0,LOC106611539,"LIM and calponin homology domains-containing protein 1-like, transcript variant X1"
106588253,3,3,1,2,0,0,0,0,0,LOC106588253,3-hydroxybutyrate dehydrogenase type 2-like
106588628,3,3,1,2,0,0,0,0,0,LOC106588628,receptor-type tyrosine-protein phosphatase U-like
106590435,3,3,1,2,0,0,0,0,0,LOC106590435,"beta-1,3-galactosyltransferase 2-like"
106602987,3,3,1,2,0,0,0,0,0,LOC106602987,"neurexin-2-like, transcript variant X15"
106584905,3,3,0,3,0,0,0,0,0,LOC106584905,"E3 ubiquitin-protein ligase ZNRF3-like, transcript variant X2"
106586113,3,3,0,3,0,0,0,0,0,LOC106586113,"inactive dipeptidyl peptidase 10-like, transcript variant X1"
106588461,3,3,0,3,0,0,0,0,0,LOC106588461,"microtubule-actin cross-linking factor 1-like, transcript variant X22"
106587157,3,3,0,3,0,0,0,0,0,LOC106587157,"septin-9-like, transcript variant X2"
106600643,3,3,0,3,0,0,0,0,0,sez6l2,seizure related 6 homolog (mouse)-like 2
106600859,3,3,0,3,0,0,0,0,0,LOC106600859,"retinoic acid receptor alpha-B, transcript variant X2"
106603034,3,3,0,3,0,0,0,0,0,LOC106603034,"serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform-like, transcript variant X2"
106603264,3,3,0,3,0,0,0,0,0,LOC106603264,"roundabout homolog 1-like, transcript variant X2"
106608554,3,3,0,3,0,0,0,0,0,LOC106608554,cholecystokinin receptor type A-like
106609097,3,3,0,3,0,0,0,0,0,LOC106609097,"ankyrin repeat and BTB/POZ domain-containing protein BTBD11-A-like, transcript variant X1"
106610529,3,3,0,3,0,0,0,0,0,LOC106610529,"interferon-induced very large GTPase 1-like, transcript variant X2"
106611158,3,3,0,3,0,0,0,0,0,LOC106611158,spermatogenesis-associated protein 7 homolog
106611463,3,3,0,3,0,0,0,0,0,pacs2,"phosphofurin acidic cluster sorting protein 2, transcript variant X2"
106613507,3,3,0,3,0,0,0,0,0,LOC106613507,"receptor-type tyrosine-protein phosphatase S-like, transcript variant X20"
106613542,3,3,0,3,0,0,0,0,0,LOC106613542,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5-like, transcript variant X1"
106613773,3,3,0,3,0,0,0,0,0,LOC106613773,"zinc finger and BTB domain-containing protein 7A-like, transcript variant X2"
106560380,3,3,0,3,0,0,0,0,0,LOC106560380,"rho GTPase-activating protein 39-like, transcript variant X1"
106561885,3,3,0,3,0,0,0,0,0,kif6,"kinesin family member 6, transcript variant X1"
106563268,3,3,0,3,0,0,0,0,0,LOC106563268,"astrotactin-2-like, transcript variant X2"
106566214,3,3,0,3,0,0,0,0,0,LOC106566214,semaphorin-3D-like
106568073,3,3,0,3,0,0,0,0,0,LOC106568073,cytochrome P450 3A30-like
106568679,3,3,0,3,0,0,0,0,0,LOC106568679,"cadherin-7-like, transcript variant X4"
106569223,3,3,0,3,0,0,0,0,0,LOC106569223,"catenin delta-2-like, transcript variant X2"
106571159,3,3,0,3,0,0,0,0,0,eva1a,"eva-1 homolog A (C. elegans), transcript variant X1"
106571674,3,3,0,3,0,0,0,0,0,LOC106571674,potassium channel subfamily K member 13-like
106574338,3,3,0,3,0,0,0,0,0,LOC106574338,"neural cell adhesion molecule 2-like, transcript variant X2"
106576329,3,3,0,3,0,0,0,0,0,LOC106576329,"liprin-alpha-2-like, transcript variant X16"
106576823,3,3,0,3,0,0,0,0,0,LOC106576823,proto-oncogene tyrosine-protein kinase receptor Ret-like
106577539,3,3,0,3,0,0,0,0,0,LOC106577539,"neurexin-2-like, transcript variant X1"
106578549,3,3,0,3,0,0,0,0,0,LOC106578549,"MAGUK p55 subfamily member 7-like, transcript variant X4"
106579026,3,3,0,3,0,0,0,0,0,LOC106579026,"transcription factor 7-like 2, transcript variant X8"
106580806,3,3,0,3,0,0,0,0,0,LOC106580806,"limbic system-associated membrane protein-like, transcript variant X5"
106580848,3,3,0,3,0,0,0,0,0,LOC106580848,sodium/calcium exchanger 2-like
106581700,3,3,0,3,0,0,0,0,0,LOC106581700,"inactive dipeptidyl peptidase 10-like, transcript variant X1"
106598722,3,2,2,0,1,0,0,1,0,LOC106598722,"protein phosphatase 1A, transcript variant X3"
106605046,3,2,2,0,1,0,0,1,0,pwwp2b,"PWWP domain containing 2B, transcript variant X1"
106588620,3,2,0,2,1,0,0,1,0,LOC106588620,"collagen alpha-1(XXII) chain-like, transcript variant X2"
106610776,3,2,2,0,0,0,0,0,1,LOC106610776,"disks large-associated protein 2-like, transcript variant X2"
106610962,3,1,0,1,2,0,0,2,0,LOC106610962,transcription factor IIIB 90 kDa subunit-like
100380475,3,1,0,1,2,0,0,2,0,nt5d1,"5-nucleotidase domain-containing protein 1, transcript variant X1"
106586627,3,1,0,1,2,0,0,2,0,LOC106586627,"vang-like protein 1, transcript variant X1"
106580640,3,1,0,1,0,0,0,0,2,fry,"furry homolog (Drosophila), transcript variant X2"
106604983,3,0,0,0,3,0,0,3,0,LOC106604983,"transcription initiation factor TFIID subunit 12-like, transcript variant X1"
106579062,3,0,0,0,3,0,0,3,0,LOC106579062,"tectonic-3-like, transcript variant X1"
106586207,3,0,0,0,3,0,0,3,0,LOC106586207,"collagen alpha-1(XXVIII) chain-like, transcript variant X2"
106607247,3,0,0,0,0,0,0,0,3,LOC106607247,"rho GTPase-activating protein 23-like, transcript variant X8"
106608035,3,0,0,0,0,0,0,0,3,LOC106608035,"protein EFR3 homolog B, transcript variant X3"
106611709,3,0,0,0,0,0,0,0,3,LOC106611709,"uncharacterized LOC106611709, transcript variant X2"
106613172,3,0,0,0,0,0,0,0,3,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform-like, transcript variant X2","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform-like, transcript variant X2"
106560954,3,0,0,0,0,0,0,0,3,LOC106560954,uncharacterized LOC106560954
106567013,3,0,0,0,0,0,0,0,3,LOC106567013,"adenylate cyclase type 6-like, transcript variant X1"
106567661,3,0,0,0,0,0,0,0,3,LOC106567661,"SH2B adapter protein 2-like, transcript variant X2"
106579972,3,0,0,0,0,0,0,0,3,LOC106579972,calcium-binding mitochondrial carrier protein SCaMC-2-A-like
106580649,3,0,0,0,0,0,0,0,3,LOC106580649,"60S ribosomal protein L35a, transcript variant X1"
106584989,3,0,0,0,0,0,0,0,3,LOC106584989,uncharacterized LOC106584989
106585078,2,2,2,0,0,0,0,0,0,piwil2,"piwi-like RNA-mediated gene silencing 2, transcript variant X4"
106586305,2,2,2,0,0,0,0,0,0,LOC106586305,"uncharacterized LOC106586305, transcript variant X3"
106588154,2,2,2,0,0,0,0,0,0,LOC106588154,transmembrane protein 74-like
106588427,2,2,2,0,0,0,0,0,0,LOC106588427,"zinc finger protein 227-like, transcript variant X1"
106589961,2,2,2,0,0,0,0,0,0,LOC106589961,"CSC1-like protein 2, transcript variant X1"
106589955,2,2,2,0,0,0,0,0,0,LOC106589955,uncharacterized LOC106589955
106595839,2,2,2,0,0,0,0,0,0,LOC106595839,uncharacterized LOC106595839
106591303,2,2,2,0,0,0,0,0,0,LOC106591303,MORN repeat-containing protein 4-like
106595736,2,2,2,0,0,0,0,0,0,LOC106595736,cullin-4A-like
106599779,2,2,2,0,0,0,0,0,0,LOC106599779,"voltage-dependent R-type calcium channel subunit alpha-1E-like, transcript variant X2"
100194487,2,2,2,0,0,0,0,0,0,homeobox protein HoxB1aa,homeobox protein HoxB1aa
106603413,2,2,2,0,0,0,0,0,0,LOC106603413,"metabotropic glutamate receptor 1-like, transcript variant X2"
106607687,2,2,2,0,0,0,0,0,0,col12a1,"collagen, type XII, alpha 1, transcript variant X3"
106608501,2,2,2,0,0,0,0,0,0,NACHT and WD repeat domain-containing protein 2-like,NACHT and WD repeat domain-containing protein 2-like
106611645,2,2,2,0,0,0,0,0,0,LOC106611645,"beta-1,4-galactosyltransferase 1-like"
106613472,2,2,2,0,0,0,0,0,0,LOC106613472,ankyrin repeat domain-containing protein 24-like
106566892,2,2,2,0,0,0,0,0,0,LOC106566892,"disintegrin and metalloproteinase domain-containing protein 17-like, transcript variant X2"
106568558,2,2,2,0,0,0,0,0,0,"TEK tyrosine kinase, endothelial","TEK tyrosine kinase, endothelial"
106568947,2,2,2,0,0,0,0,0,0,LOC106568947,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D-like, transcript variant X1"
106569238,2,2,2,0,0,0,0,0,0,kiaa1217,"KIAA1217 ortholog, transcript variant X5"
106570069,2,2,2,0,0,0,0,0,0,LOC106570069,uncharacterized LOC106570069
106576559,2,2,2,0,0,0,0,0,0,LOC106576559,protein piccolo-like
106578054,2,2,2,0,0,0,0,0,0,LOC106578054,NHS-like protein 2
106578280,2,2,2,0,0,0,0,0,0,LOC106578280,"uncharacterized protein KIAA0556-like, transcript variant X2"
106579378,2,2,2,0,0,0,0,0,0,LOC106579378,"interleukin-21 receptor-like, transcript variant X1"
106581675,2,2,2,0,0,0,0,0,0,LOC106581675,"collagen alpha-1(XVIII) chain-like, transcript variant X1"
106581842,2,2,2,0,0,0,0,0,0,LOC106581842,uncharacterized LOC106581842
106579054,2,2,1,1,0,0,0,0,0,activating signal cointegrator 1 complex subunit 3-like,activating signal cointegrator 1 complex subunit 3-like
106583180,2,2,1,1,0,0,0,0,0,LOC106583180,"SLIT-ROBO Rho GTPase-activating protein 3, transcript variant X2"
106585809,2,2,1,1,0,0,0,0,0,LOC106585809,"G-protein coupled receptor 98-like, transcript variant X1"
106586417,2,2,1,1,0,0,0,0,0,LOC106586417,protein disulfide-isomerase A5-like
106588997,2,2,1,1,0,0,0,0,0,LOC106588997,"CUB and sushi domain-containing protein 3-like, transcript variant X1"
106586852,2,2,1,1,0,0,0,0,0,LOC106586852,"VPS10 domain-containing receptor SorCS1-like, transcript variant X1"
106600675,2,2,1,1,0,0,0,0,0,ccdc137,"coiled-coil domain containing 137, transcript variant X2"
106602765,2,2,1,1,0,0,0,0,0,LOC106602765,"F-box only protein 41-like, transcript variant X1"
106602966,2,2,1,1,0,0,0,0,0,LOC106602966,"pinopsin-like, transcript variant X1"
106604753,2,2,1,1,0,0,0,0,0,LOC106604753,"dystrophin-related protein 2-like, transcript variant X4"
106607460,2,2,1,1,0,0,0,0,0,LOC106607460,"sodium channel protein type 4 subunit alpha B-like, transcript variant X1"
106609914,2,2,1,1,0,0,0,0,0,sorbin and SH3 domain-containing protein 2-like,sorbin and SH3 domain-containing protein 2-like
106565872,2,2,1,1,0,0,0,0,0,LOC106565872,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like, transcript variant X5"
106567418,2,2,1,1,0,0,0,0,0,LOC106567418,"teneurin-2-like, transcript variant X1"
106571714,2,2,1,1,0,0,0,0,0,LOC106571714,"nesprin-2-like, transcript variant X2"
106573924,2,2,1,1,0,0,0,0,0,LOC106573924,"paralemmin-1-like, transcript variant X1"
106577001,2,2,1,1,0,0,0,0,0,LOC106577001,protocadherin-15-like
106580163,2,2,1,1,0,0,0,0,0,LOC106580163,"G-protein coupled receptor 98-like, transcript variant X3"
106581027,2,2,1,1,0,0,0,0,0,LOC106581027,breast carcinoma-amplified sequence 3-like
106582012,2,2,0,2,0,0,0,0,0,LOC106582012,importin subunit alpha-4-like
106582188,2,2,0,2,0,0,0,0,0,LOC106582188,"ephrin type-A receptor 6-like, transcript variant X2"
106582201,2,2,0,2,0,0,0,0,0,LOC106582201,integrin alpha-4-like
106582707,2,2,0,2,0,0,0,0,0,LOC106582707,"metabotropic glutamate receptor 4-like, transcript variant X1"
106582848,2,2,0,2,0,0,0,0,0,LOC106582848,"contactin-3-like, transcript variant X1"
106582941,2,2,0,2,0,0,0,0,0,LOC106582941,calcium-dependent secretion activator 1-like
106583275,2,2,0,2,0,0,0,0,0,LOC106583275,"growth/differentiation factor 11-like, transcript variant X1"
106583586,2,2,0,2,0,0,0,0,0,LOC106583586,"plexin-A1-like, transcript variant X3"
106583727,2,2,0,2,0,0,0,0,0,LOC106583727,metabotropic glutamate receptor 7-like
106583737,2,2,0,2,0,0,0,0,0,LOC106583737,protein NLRC3-like
106584474,2,2,0,2,0,0,0,0,0,LOC106584474,"plexin-B2-like, transcript variant X1"
106584565,2,2,0,2,0,0,0,0,0,grm8,"glutamate receptor, metabotropic 8"
106585546,2,2,0,2,0,0,0,0,0,LOC106585546,"synapsin-1-like, transcript variant X1"
106585765,2,2,0,2,0,0,0,0,0,LOC106585765,"EGF-like repeat and discoidin I-like domain-containing protein 3, transcript variant X2"
106585836,2,2,0,2,0,0,0,0,0,grid2,"glutamate receptor, ionotropic, delta 2, transcript variant X1"
106582734,2,2,0,2,0,0,0,0,0,LOC106582734,"igLON family member 5-like, transcript variant X3"
106586116,2,2,0,2,0,0,0,0,0,LOC106586116,inactive dipeptidyl peptidase 10-like
106583195,2,2,0,2,0,0,0,0,0,LOC106583195,"glutamate receptor ionotropic, kainate 3-like"
106583495,2,2,0,2,0,0,0,0,0,LOC106583495,"zinc finger protein 407-like, transcript variant X1"
106587021,2,2,0,2,0,0,0,0,0,LOC106587021,"actin filament-associated protein 1-like 2, transcript variant X3"
106587057,2,2,0,2,0,0,0,0,0,LOC106587057,"protein kinase C-binding protein NELL1-like, transcript variant X1"
106588105,2,2,0,2,0,0,0,0,0,solute carrier organic anion transporter family member 3A1-like,solute carrier organic anion transporter family member 3A1-like
106588496,2,2,0,2,0,0,0,0,0,LOC106588496,"exostosin-1c-like, transcript variant X2"
106588469,2,2,0,2,0,0,0,0,0,LOC106588469,ephrin type-A receptor 7-like
106588931,2,2,0,2,0,0,0,0,0,LOC106588931,gamma-aminobutyric acid type B receptor subunit 2-like
106589304,2,2,0,2,0,0,0,0,0,LOC106589304,"thyroid hormone receptor alpha-like, transcript variant X2"
106589399,2,2,0,2,0,0,0,0,0,LOC106589399,"protocadherin-15-like, transcript variant X12"
106589747,2,2,0,2,0,0,0,0,0,wdr27,"WD repeat domain 27, transcript variant X1"
106590053,2,2,0,2,0,0,0,0,0,LOC106590053,cadherin-12-like
106590197,2,2,0,2,0,0,0,0,0,LOC106590197,"eukaryotic translation initiation factor 4 gamma 3-like, transcript variant X1"
106590283,2,2,0,2,0,0,0,0,0,LOC106590283,reversion-inducing cysteine-rich protein with Kazal motifs-like
106590277,2,2,0,2,0,0,0,0,0,LOC106590277,"potassium voltage-gated channel subfamily H member 2-like, transcript variant X1"
106587099,2,2,0,2,0,0,0,0,0,LOC106587099,"ubiquitin carboxyl-terminal hydrolase 43-like, transcript variant X2"
106590442,2,2,0,2,0,0,0,0,0,LOC106590442,"CREB-binding protein-like, transcript variant X1"
106599005,2,2,0,2,0,0,0,0,0,LOC106599005,"phosphatidylinositol 3-kinase regulatory subunit beta-like, transcript variant X2"
106599291,2,2,0,2,0,0,0,0,0,LOC106599291,"E3 ubiquitin-protein ligase HECW1-like, transcript variant X3"
106600521,2,2,0,2,0,0,0,0,0,LOC106600521,zinc finger protein 2-like
106600760,2,2,0,2,0,0,0,0,0,LOC106600760,"potassium voltage-gated channel subfamily C member 1-like, transcript variant X3"
100194486,2,2,0,2,0,0,0,0,0,hoxb3aa,"homeobox protein HoxB3aa, transcript variant X3"
106602388,2,2,0,2,0,0,0,0,0,LOC106602388,"N-acetylgalactosaminyltransferase 7-like, transcript variant X2"
100306737,2,2,0,2,0,0,0,0,0,zn271,"Zinc finger protein 271, transcript variant X3"
106602918,2,2,0,2,0,0,0,0,0,LOC106602918,"rho GTPase-activating protein 24-like, transcript variant X2"
106603096,2,2,0,2,0,0,0,0,0,chrdl2,chordin-like 2
106603110,2,2,0,2,0,0,0,0,0,LOC106603110,"neuronal migration protein doublecortin-like, transcript variant X2"
106601921,2,2,0,2,0,0,0,0,0,akap6,"A kinase (PRKA) anchor protein 6, transcript variant X1"
106603521,2,2,0,2,0,0,0,0,0,LOC106603521,"ribosomal protein S6 kinase beta-1-like, transcript variant X2"
106603642,2,2,0,2,0,0,0,0,0,LOC106603642,"cell adhesion molecule 1-like, transcript variant X1"
106603748,2,2,0,2,0,0,0,0,0,LOC106603748,"rab effector Noc2-like, transcript variant X2"
106601783,2,2,0,2,0,0,0,0,0,LOC106601783,gephyrin-like
106603823,2,2,0,2,0,0,0,0,0,LOC106603823,follistatin-related protein 4-like
106604539,2,2,0,2,0,0,0,0,0,LOC106604539,"prominin-1-A-like, transcript variant X10"
106604930,2,2,0,2,0,0,0,0,0,LOC106604930,5-hydroxytryptamine receptor 4-like
106605029,2,2,0,2,0,0,0,0,0,LOC106605029,"kelch-like protein 32, transcript variant X1"
106605274,2,2,0,2,0,0,0,0,0,LOC106605274,"raftlin-like, transcript variant X2"
106605507,2,2,0,2,0,0,0,0,0,LOC106605507,"cyclin-dependent kinase 14, transcript variant X1"
106603022,2,2,0,2,0,0,0,0,0,nrxn3,"neurexin 3, transcript variant X7"
106607780,2,2,0,2,0,0,0,0,0,LOC106607780,"protein FAM184A-like, transcript variant X1"
106607986,2,2,0,2,0,0,0,0,0,LOC106607986,uronyl 2-sulfotransferase-like
106605012,2,2,0,2,0,0,0,0,0,LOC106605012,"type I inositol 1,4,5-trisphosphate 5-phosphatase-like, transcript variant X2"
106605150,2,2,0,2,0,0,0,0,0,LOC106605150,"uncharacterized LOC106605150, transcript variant X4"
106608808,2,2,0,2,0,0,0,0,0,poln,polymerase (DNA directed) nu
106609220,2,2,0,2,0,0,0,0,0,LOC106609220,"dedicator of cytokinesis protein 4-like, transcript variant X6"
106609308,2,2,0,2,0,0,0,0,0,LOC106609308,"transmembrane and TPR repeat-containing protein 1-like, transcript variant X1"
106609497,2,2,0,2,0,0,0,0,0,LOC106609497,"muscarinic acetylcholine receptor M2-like, transcript variant X1"
106609939,2,2,0,2,0,0,0,0,0,LOC106609939,"protocadherin Fat 1-like, transcript variant X2"
106609988,2,2,0,2,0,0,0,0,0,LOC106609988,uncharacterized LOC106609988
106609934,2,2,0,2,0,0,0,0,0,LOC106609934,catenin alpha-2-like
106610060,2,2,0,2,0,0,0,0,0,LOC106610060,"teneurin-3, transcript variant X2"
106610332,2,2,0,2,0,0,0,0,0,LOC106610332,hydroperoxide isomerase ALOXE3-like
106610611,2,2,0,2,0,0,0,0,0,GTP cyclohydrolase 1,GTP cyclohydrolase 1
100196032,2,2,0,2,0,0,0,0,0,pacrg,PARK2 co-regulated
106607187,2,2,0,2,0,0,0,0,0,LOC106607187,"cGMP-dependent protein kinase 1-like, transcript variant X5"
106611378,2,2,0,2,0,0,0,0,0,LOC106611378,EMILIN-1-like
106611984,2,2,0,2,0,0,0,0,0,LOC106611984,X-linked interleukin-1 receptor accessory protein-like 2
106611959,2,2,0,2,0,0,0,0,0,LOC106611959,AF4/FMR2 family member 2-like
106612174,2,2,0,2,0,0,0,0,0,LOC106612174,"rho guanine nucleotide exchange factor 9, transcript variant X3"
106612717,2,2,0,2,0,0,0,0,0,LOC106612717,"leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein, transcript variant X1"
106613191,2,2,0,2,0,0,0,0,0,LOC106613191,"roundabout homolog 2-like, transcript variant X3"
106613752,2,2,0,2,0,0,0,0,0,LOC106613752,"DNA-directed RNA polymerase, mitochondrial-like"
106560226,2,2,0,2,0,0,0,0,0,LOC106560226,"disabled homolog 1-like, transcript variant X2"
100195073,2,2,0,2,0,0,0,0,0,aldh9a1,"aldehyde dehydrogenase 9 family, member A1"
106560503,2,2,0,2,0,0,0,0,0,atf6,"activating transcription factor 6, transcript variant X1"
106560707,2,2,0,2,0,0,0,0,0,LOC106560707,"carnitine O-palmitoyltransferase 1, liver isoform-like, transcript variant X1"
106560791,2,2,0,2,0,0,0,0,0,LOC106560791,"leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1, transcript variant X2"
106561063,2,2,0,2,0,0,0,0,0,LOC106561063,"switch-associated protein 70-like, transcript variant X1"
106560972,2,2,0,2,0,0,0,0,0,LOC106560972,protein kinase C-binding protein NELL2-like
106560949,2,2,0,2,0,0,0,0,0,LOC106560949,aminopeptidase N-like
106561385,2,2,0,2,0,0,0,0,0,LOC106561385,"tetraspanin-9-like, transcript variant X2"
106561371,2,2,0,2,0,0,0,0,0,LOC106561371,"bcl-2-like protein 13, transcript variant X3"
106561580,2,2,0,2,0,0,0,0,0,inner mitochondrial membrane peptidase subunit 2,inner mitochondrial membrane peptidase subunit 2
106561616,2,2,0,2,0,0,0,0,0,LOC106561616,"anoctamin-1-like, transcript variant X4"
106561890,2,2,0,2,0,0,0,0,0,syt14,"synaptotagmin XIV, transcript variant X1"
106561900,2,2,0,2,0,0,0,0,0,LOC106561900,"C-Jun-amino-terminal kinase-interacting protein 1-like, transcript variant X1"
106562040,2,2,0,2,0,0,0,0,0,LOC106562040,"neural-cadherin-like, transcript variant X1"
106612991,2,2,0,2,0,0,0,0,0,golga7b,"golgin A7 family, member B, transcript variant X3"
106563096,2,2,0,2,0,0,0,0,0,LOC106563096,butyrophilin subfamily 1 member A1-like
106563141,2,2,0,2,0,0,0,0,0,LOC106563141,"trafficking protein particle complex subunit 13-like, transcript variant X3"
106563265,2,2,0,2,0,0,0,0,0,LOC106563265,transforming growth factor beta receptor type 3-like
106563218,2,2,0,2,0,0,0,0,0,LOC106563218,"leucine-rich repeat transmembrane neuronal protein 4-like, transcript variant X1"
106563539,2,2,0,2,0,0,0,0,0,LOC106563539,transcription factor HES-7.1-B-like
106563583,2,2,0,2,0,0,0,0,0,LOC106563583,"MAP7 domain-containing protein 2-like, transcript variant X5"
106563819,2,2,0,2,0,0,0,0,0,LOC106563819,"relaxin receptor 2-like, transcript variant X2"
106564442,2,2,0,2,0,0,0,0,0,LOC106564442,"protein phosphatase 1 regulatory subunit 29-like, transcript variant X1"
106564597,2,2,0,2,0,0,0,0,0,transmembrane channel-like protein 5,transmembrane channel-like protein 5
106565276,2,2,0,2,0,0,0,0,0,LOC106565276,"alpha-1-syntrophin-like, transcript variant X1"
106565160,2,2,0,2,0,0,0,0,0,LOC106565160,"serine/threonine-protein kinase WNK2-like, transcript variant X4"
106565153,2,2,0,2,0,0,0,0,0,LOC106565153,"voltage-dependent calcium channel subunit alpha-2/delta-3-like, transcript variant X3"
106588528,2,2,0,2,0,0,0,0,0,SPARC related modular calcium binding 1,SPARC related modular calcium binding 1
106565338,2,2,0,2,0,0,0,0,0,LOC106565338,potassium voltage-gated channel subfamily B member 1-like
106566015,2,2,0,2,0,0,0,0,0,LOC106566015,"metabotropic glutamate receptor 4-like, transcript variant X2"
106566705,2,2,0,2,0,0,0,0,0,LOC106566705,"uncharacterized LOC106566705, transcript variant X3"
100195221,2,2,0,2,0,0,0,0,0,nup54,"nucleoporin 54kDa, transcript variant X2"
106566792,2,2,0,2,0,0,0,0,0,LOC106566792,"protein bassoon-like, transcript variant X4"
106567255,2,2,0,2,0,0,0,0,0,dvl1,"dishevelled segment polarity protein 1, transcript variant X1"
106567295,2,2,0,2,0,0,0,0,0,"protein kinase C and casein kinase substrate in neurons protein 1-like, transcript variant X3","protein kinase C and casein kinase substrate in neurons protein 1-like, transcript variant X3"
106567417,2,2,0,2,0,0,0,0,0,LOC106567417,"glutamate receptor 1-like, transcript variant X1"
106561807,2,2,0,2,0,0,0,0,0,LOC106561807,integrin alpha-2-like
106567565,2,2,0,2,0,0,0,0,0,LOC106567565,"rho guanine nucleotide exchange factor 12-like, transcript variant X4"
106567730,2,2,0,2,0,0,0,0,0,LOC106567730,"cell adhesion molecule 1-like, transcript variant X2"
106568007,2,2,0,2,0,0,0,0,0,LOC106568007,"drebrin-like, transcript variant X3"
